Species Name,Latitude,Longitude,Day,Month,Year,Local Time,Location Name,Loc Reliability,Sp Code,ID Reliability,Min. Number of Animals,Max. Number of Animals,Animal Condition,Platform,Type of Sighting,Type of Gear,Target Species,Strand or Entrapment Outcome,Depth (m),Distance From Obs (m),Discard Wt (kg)
Leatherback Turtle,47.0264,-56.6558,2,9,2024,18:35,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3763,-56.9015,2,9,2024,18:57,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.1327,-56.6589,2,9,2024,18:39,Offshore,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4738,-56.6562,2,9,2024,18:18,Offshore,1,9701,1,3,3,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,48.491,-53.556,4,9,2024,15:30,Offer Grounds  off Southern Bay Head,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,49.85,-53.9667,4,9,2024,,Fogo,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,46.95,-55.7,10,9,2024,,Brents Cove,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,49.7167,-54.2833,11,9,2024,,Black Cove  Fogo Island,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49.75,-54.1667,13,9,2024,,Joe Batt's Arm,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.8167,-59.3667,14,9,2024,,Codroy,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Net,Flounder,Alive,,,
Leatherback Turtle,49.9,-56.45,15,9,2024,,Middle Arm,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Gillnet,Mackeral,Dead,,,
Leatherback Turtle,48.6833,-54.4,17,9,2024,,Change Islands,1,9701,1,1,4,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.25,-52.7833,17,9,2024,,Green Island  Witless Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.25,-53.1667,25,9,2024,,Holyrood,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49.4,-55.3167,29,9,2024,,Pleasantview NDB,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Mussel Rope,Mussel,Dead,,,
Leatherback Turtle,51.55,-55.45,23,10,2024,,Griquet  northern penninsula,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,450
Leatherback Turtle,51.5498,-55.4518,24,10,2024,,Beach in Griquet Harbour,2,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,45.1742,-55.1545,4,11,2024,12:19,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,49.55,-56.85,14,11,2024,,Hampden  White Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.1667,-55.65,3,12,2024,,Grand Beach  Fortune Bay,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,43.8411,-62.9374,5,7,2024,16:34,Emerald Bank,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,10,
Leatherback Turtle,46.32,-60.04,27,7,2024,,Sherbrooke  NS,2,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Pot,Unknown,Dead,,,
Leatherback Turtle,47.9717,-52.9072,9,8,2024,9:00,Conception Bay,1,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,48.8492,-53.6005,12,8,2024,,St. Brendans South Gulch Island,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,47.3522,-52.6553,22,8,2024,17:49,,1,9701,1,1,1,Alive,Fishing Vessel - Observer Trip,Free Swimming,,,,,,
Leatherback Turtle,47.6366,-61.1189,27,8,2024,,Magdelan Islands,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Pot,Whelk,Dead,,,
Leatherback Turtle,47.82,-53.53,25,9,2024,,Trinity Bay,1,9701,1,1,1,Alive,Patrol RHIB,Free Swimming,,,,,10,
Leatherback Turtle,45.6805,-61.7178,30,5,2024,,Nova Scotia,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Lobster,Alive,,,
Loggerhead Turtle,46.8691,-56.1553,22,8,2024,8:52,St. Pierre  Fr.,1,9702,1,1,1,Alive,Small boat,Free Swimming,,,,154.6,15,
Leatherback Turtle,0,0,,8,2024,,Labrador,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.7233,-52.837,15,9,2024,,Bauline,1,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,51.3555,-56.0578,18,7,2024,,Northwest Arm in Hare Bay  northern penninsula,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,45.6833,-54.1667,23,7,2024,,,1,9701,1,1,1,Dead,Fishing Vessel - Observer Trip,Entrapment,Pot,Snow Crab,Dead,,,250
Leatherback Turtle,47.5731,-55.9346,8,8,2024,10:00,Hermitage Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,51.4204,-57.1434,15,8,2024,,NL/Quebec ferry dock  Labrador,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,47.0578,-59.6035,26,8,2024,,Between Port-aux Basques and North Sydney (Ferry route),2,9701,1,3,3,Alive,Ferry,Free Swimming,,,,,,
Leatherback Turtle,46.6657,-53.791,28,8,2024,16:00,St. Mary's Bay,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,,
Leatherback Turtle,41.5166,-70.5664,14,9,2024,,Nantucket Sound about 2 miles off Green Pond,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,,
Leatherback Turtle,48.868,-53.621,21,9,2024,,Flat Island  St. Brendan's Island  Bonavista Bay,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,47.4923,-53.0476,29,9,2024,,Upper Gullies off church,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.53,-53.04,,10,2024,,Conception Bay South,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,45.6667,-55.6167,15,6,2024,,St. Pierre Bank,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Whelk,Alive,,,
Leatherback Turtle,46.6667,-55.1667,26,6,2024,,St. Pierre Bank,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Whelk,Alive,,,
Leatherback Turtle,48.8553,-53.9999,18,7,2024,,Northwest Arm/Hare Bay,2,9701,2,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.656,-53.531,23,7,2024,,Green's Harbour  Trinity Bay,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,51.3721,-55.5727,23,8,2024,,Onion Cove/Ship Cove/Cape Onion near St. Anthony,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,51.6095,-55.6175,24,8,2024,,Onion Cove/Ship Cove/Cape Onion near St. Anthony,2,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,47.4074,-59.3837,10,9,2024,13:19,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4892,-58.7512,10,9,2024,14:49,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4073,-57.5411,13,9,2024,12:54,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4091,-57.5407,13,9,2024,12:54,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.0638,-57.5306,13,9,2024,15:59,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.1842,-56.1283,16,9,2024,13:20,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.2148,-56.6207,16,9,2024,17:13,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,48.2667,-51.25,18,9,2024,,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.7266,-53.5353,2,8,2024,2:00,Trinity Bay just off of Cavendish ,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.3584,-59.1721,15,8,2024,20:13,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0073,-56.1423,17,8,2024,13:13,Offshore,1,9701,1,3,3,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2674,-56.1246,17,8,2024,13:22,Offshore,1,9701,1,3,3,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3032,-56.1221,17,8,2024,13:23,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3752,-56.1189,17,8,2024,13:26,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3362,-56.0606,17,8,2024,13:31,Offshore,1,9701,1,8,8,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2267,-56.5703,17,8,2024,17:23,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2524,-56.5685,17,8,2024,17:24,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9654,-57.0239,17,8,2024,18:58,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2221,-57.0097,17,8,2024,19:06,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2843,-57.0064,17,8,2024,19:08,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2843,-57.0064,17,8,2024,19:08,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,50.0262,-57.7304,21,9,2024,,Parsons Pond,2,9701,1,1,1,Alive,Shore,Stranding,,,Alive,,,
Leatherback Turtle,46.7949,-54.0593,9,8,2024,,Point Lance  St. Mary's Bay,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,46.7554,-57.4453,15,8,2024,13:54:40,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,46.7535,-57.4453,15,8,2024,13:54:43,Newfoundland South Coast,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,47.4595,-57.081,15,8,2024,15:14:45,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.4909,-57.0746,15,8,2024,15:15:49,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,46.7391,-56.7837,15,8,2024,18:28:02,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.6138,-56.5757,15,8,2024,18:58:53,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,50,,
Leatherback Turtle,46.3095,-56.6088,15,8,2024,19:45:23,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.5901,-56.637,15,8,2024,20:09:23,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,46.0021,-56.4844,15,8,2024,20:46:59,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.7554,-57.4453,15,8,2024,13:54,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,16,
Leatherback Turtle,46.7535,-57.4453,15,8,2024,13:54,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,25.7,
Leatherback Turtle,47.4595,-57.081,15,8,2024,15:14,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,19.2,
Leatherback Turtle,47.4909,-57.0746,15,8,2024,15:15,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,196.1,
Leatherback Turtle,46.7391,-56.7837,15,8,2024,18:28,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,105.6,
Leatherback Turtle,47.6138,-56.5757,15,8,2024,18:58,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,52.4,
Leatherback Turtle,46.3095,-56.6088,15,8,2024,19:45,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,189.4,
Leatherback Turtle,45.5901,-56.637,15,8,2024,20:09,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,225.8,
Leatherback Turtle,46.0021,-56.4844,15,8,2024,20:46,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,242.7,
Leatherback Turtle,46.4035,-56.1822,16,8,2024,11:39:10,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.7606,-55.8894,16,8,2024,13:39:28,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.4035,-56.1822,16,8,2024,11:39,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,52.4,
Leatherback Turtle,46.7606,-55.8894,16,8,2024,13:39,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,12.8,
Leatherback Turtle,47.575,-52.2889,17,8,2024,10:19:21,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,48.0497,-51.7715,17,8,2024,11:45:01,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,48.0497,-51.7715,17,8,2024,11:45:02,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,49.4743,-49.2805,17,8,2024,15:54:51,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,2000,,
Leatherback Turtle,49.5201,-49.0754,17,8,2024,15:59:44,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,2000,,
Leatherback Turtle,47.5232,-52.6186,20,8,2024,14:25,Cape Spear,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,50.915,-51.5295,22,8,2024,12:30:37,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,50.4738,-50.7102,22,8,2024,17:42:57,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,1000,,
Leatherback Turtle,47.6644,-54.7435,28,8,2024,,Terrenceville  Fortune Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.7731,-54.9933,28,8,2024,14:19:58,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,48.4867,-50.926,1,9,2024,19:08:06,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,48.4867,-50.926,1,9,2024,19:08:07,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.2033,-53.367,4,9,2024,10:37:40,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,44.5451,-53.8034,4,9,2024,12:02:53,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,1000,,
Leatherback Turtle,45.5761,-53.6868,4,9,2024,12:41:06,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.9765,-53.6343,4,9,2024,12:55:15,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.0393,-53.6272,4,9,2024,12:57:24,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.4475,-53.5785,4,9,2024,13:11:38,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5243,-53.5692,4,9,2024,13:14:16,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5243,-53.5692,4,9,2024,13:14:16,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.553,-53.5652,4,9,2024,13:15:16,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,50,,
Leatherback Turtle,47.3581,-54.3615,4,9,2024,15:04:38,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,47.1586,-54.3871,4,9,2024,15:11:46,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,46.7232,-54.4373,4,9,2024,15:26:56,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,44.8804,-54.6387,4,9,2024,16:26:07,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,2000,,
Leatherback Turtle,45.3822,-54.4389,4,9,2024,17:40:47,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,45.758,-54.3509,4,9,2024,17:54:03,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.2696,-54.2364,4,9,2024,18:11:30,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.282,-54.2342,4,9,2024,18:11:56,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.3762,-54.2103,4,9,2024,18:15:10,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.4416,-54.1933,4,9,2024,18:17:24,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.4436,-54.193,4,9,2024,18:17:28,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5652,-54.168,4,9,2024,18:21:29,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.6712,-54.1421,4,9,2024,18:24:57,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.7901,-54.1113,4,9,2024,18:28:46,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,50,,
Leatherback Turtle,46.825,-55.6833,6,9,2024,,Lord's Cove  Placentia Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.7276,-51.9094,11,9,2024,10:28:03,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,44.6879,-52.5127,11,9,2024,11:35:41,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,44.9465,-52.6602,11,9,2024,12:17:27,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.13,-52.6619,11,9,2024,12:23:18,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.3663,-52.6662,11,9,2024,13:01:28,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.6395,-52.6653,11,9,2024,13:09:53,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.7288,-52.665,11,9,2024,13:12:36,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.669,-51.05,11,9,2024,15:13:55,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.0774,-51.2685,11,9,2024,15:34:21,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.9551,-51.3118,11,9,2024,15:38:33,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.7628,-51.3812,11,9,2024,15:45:09,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,44.8905,-51.6989,11,9,2024,16:15:02,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.3,-55.4,20,9,2024,,Garnish  F.B.,2,9701,1,1,1,Dead,Fishing Vessel,Entrapment,,,Dead,,,
Leatherback Turtle,47.3,-55.35,22,9,2024,,Garnish  F.B.,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,46.8152,-52.8423,23,9,2024,15:03:12,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.9341,-52.3428,23,9,2024,15:15:52,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.9341,-52.3428,23,9,2024,15:15:53,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.3731,-50.4936,23,9,2024,16:00:48,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.4681,-50.085,23,9,2024,16:10:55,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.44,-52.2566,23,9,2024,17:32:18,Newfoundland Northeast Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.0185,-54.8286,25,9,2024,14:42:11,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.5677,-54.8779,25,9,2024,14:58:09,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,400,,
Leatherback Turtle,45.4894,-54.8305,25,9,2024,17:14:58,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.6342,-54.5848,25,9,2024,17:54:57,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.6342,-54.5848,25,9,2024,17:54:58,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.9345,-54.517,25,9,2024,18:05:18,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.064,-54.4873,25,9,2024,18:09:51,Newfoundland South Coast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.1044,-54.4806,25,9,2024,18:11:13,Newfoundland South Coast,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,200,,
